"","Teleological","MechanisticAgent","MechanisticLayout","NumCauses","Contrastive","SufficientDetail","Satisfying","Complete","Trust","EID","PID","type","SID","ExplanationNeed","ExplanationCuriosity","GenderAnnotator","AgeAnnotator","expPID","GenderExplainer","AgeExplainer"
"625",3,4,4,1,FALSE,2,4,3,2,"593","65368c3a27f9818abb93b30f","Mechanistic",9,3,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","55-64 years old","5aee59100ccc2e000185937c","Female","35-44 years old"
"626",4,5,3,1,TRUE,4,3,5,3,"593","654086b56a45118a32fe4f51","Mechanistic",9,4,"To know what the self-driving car would have done if something had been different.","Male","18-24 years old","5aee59100ccc2e000185937c","Female","35-44 years old"
"627",1,5,4,1,FALSE,5,5,5,5,"593","646f48e697286b05e29ad0d4","Mechanistic",9,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","55-64 years old","5aee59100ccc2e000185937c","Female","35-44 years old"
"628",3,5,1,1,FALSE,2,2,2,3,"596","558fff05fdf99b3f7aada357","Mechanistic",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","623627a3b5ee09466136f334","Male","25-34 years old"
"629",4,4,4,0,FALSE,1,1,1,1,"596","63d523d89e78ae6e711ada49","Mechanistic",9,2,"To know why the self-driving car did not make some other decision.","Male","18-24 years old","623627a3b5ee09466136f334","Male","25-34 years old"
"630",5,5,5,0,FALSE,5,5,4,3,"596","636212999d9d4a04989c95e9","Mechanistic",9,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","35-44 years old","623627a3b5ee09466136f334","Male","25-34 years old"
"631",4,4,4,3,TRUE,4,4,4,4,"596","6450fec9aaeeb9567886560c","Mechanistic",9,4,"To know what the self-driving car would have done if something had been different.","Female","55-64 years old","623627a3b5ee09466136f334","Male","25-34 years old"
"632",5,5,4,1,FALSE,4,2,2,3,"596","60b18fbfb6c5d8edfaa5bed0","Mechanistic",9,1,"To know that I understand the self-driving car correctly.","Female","65+ years old","623627a3b5ee09466136f334","Male","25-34 years old"
"633",4,2,2,1,FALSE,1,3,1,3,"597","558fff05fdf99b3f7aada357","Mechanistic",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","63d7e54a90879dee84dffb32","Female","45-54 years old"
"634",2,2,2,1,FALSE,1,1,1,1,"597","63d523d89e78ae6e711ada49","Mechanistic",9,2,"To know why the self-driving car did not make some other decision.","Male","18-24 years old","63d7e54a90879dee84dffb32","Female","45-54 years old"
"635",1,1,1,0,FALSE,1,1,1,1,"597","65368c3a27f9818abb93b30f","Mechanistic",9,3,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","55-64 years old","63d7e54a90879dee84dffb32","Female","45-54 years old"
"636",2,2,2,0,FALSE,2,2,2,2,"597","6450fec9aaeeb9567886560c","Mechanistic",9,4,"To know what the self-driving car would have done if something had been different.","Female","55-64 years old","63d7e54a90879dee84dffb32","Female","45-54 years old"
"637",5,3,4,1,FALSE,2,3,2,4,"597","60b18fbfb6c5d8edfaa5bed0","Mechanistic",9,1,"To know that I understand the self-driving car correctly.","Female","65+ years old","63d7e54a90879dee84dffb32","Female","45-54 years old"
"638",2,1,1,0,FALSE,1,1,1,1,"597","5c6d6ed7031a7c0001908352","Mechanistic",9,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","63d7e54a90879dee84dffb32","Female","45-54 years old"
"639",4,1,1,1,FALSE,1,1,1,1,"600","558fff05fdf99b3f7aada357","Mechanistic",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"640",4,5,5,2,TRUE,5,4,5,2,"600","6469dc3806780b7f9bbefc5c","Mechanistic",9,5,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","65+ years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"641",3,3,3,1,FALSE,1,1,1,2,"600","55bc1119fdf99b5693f3ec47","Mechanistic",9,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"642",2,1,1,1,FALSE,2,2,2,2,"600","646f48e697286b05e29ad0d4","Mechanistic",9,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","55-64 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"643",5,5,4,3,TRUE,5,4,5,4,"600","64d6b161e0241d66164d55e9","Mechanistic",9,5,"To understand what the self-driving car would do next.","Male","45-54 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"644",1,4,1,1,FALSE,1,1,1,1,"601","558fff05fdf99b3f7aada357","Mechanistic",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","610847fd403ae0217934a3a1","Female","35-44 years old"
"645",4,4,4,1,FALSE,4,4,4,4,"601","654330ed45a4782f4794ff49","Mechanistic",9,2,"To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","610847fd403ae0217934a3a1","Female","35-44 years old"
"646",1,3,3,1,FALSE,2,3,2,3,"601","64449372e128dca08d8184df","Mechanistic",9,1,"To know what the self-driving car would have done if something had been different.","Female","35-44 years old","610847fd403ae0217934a3a1","Female","35-44 years old"
"647",2,5,4,0,FALSE,4,4,4,5,"601","611bef112e9841a0a0f5a8d4","Mechanistic",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","610847fd403ae0217934a3a1","Female","35-44 years old"
"648",2,3,3,1,FALSE,2,2,1,2,"601","63e51c6b462cfa8a42eba8b2","Mechanistic",9,2,"To know why the self-driving car did not make some other decision.","Male","35-44 years old","610847fd403ae0217934a3a1","Female","35-44 years old"
"649",2,5,1,1,FALSE,3,3,3,2,"605","558fff05fdf99b3f7aada357","Mechanistic",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","62827896d034545333f4610c","Female","55-64 years old"
"650",4,4,4,1,FALSE,3,2,2,3,"605","6488e429e530a1949174c9f4","Mechanistic",9,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.","Male","55-64 years old","62827896d034545333f4610c","Female","55-64 years old"
"651",3,4,4,2,TRUE,4,4,3,2,"605","636212999d9d4a04989c95e9","Mechanistic",9,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","35-44 years old","62827896d034545333f4610c","Female","55-64 years old"
"652",1,4,1,0,FALSE,1,1,1,1,"605","611bef112e9841a0a0f5a8d4","Mechanistic",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","62827896d034545333f4610c","Female","55-64 years old"
"653",1,5,1,1,FALSE,5,5,5,4,"605","6548bbb5d378b15bd8e187e7","Mechanistic",9,5,"To know why the self-driving car did not make some other decision.","Male","25-34 years old","62827896d034545333f4610c","Female","55-64 years old"
"654",1,2,1,0,FALSE,1,1,1,1,"605","63e51c6b462cfa8a42eba8b2","Mechanistic",9,2,"To know why the self-driving car did not make some other decision.","Male","35-44 years old","62827896d034545333f4610c","Female","55-64 years old"
"655",4,2,2,1,TRUE,2,1,1,1,"616","558fff05fdf99b3f7aada357","Counterfactual",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"656",2,4,2,1,FALSE,2,4,3,3,"616","6488e429e530a1949174c9f4","Counterfactual",9,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.","Male","55-64 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"657",3,3,3,1,FALSE,4,3,4,3,"616","65368c3a27f9818abb93b30f","Counterfactual",9,3,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","55-64 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"658",5,4,4,0,FALSE,4,3,4,4,"616","654086b56a45118a32fe4f51","Counterfactual",9,4,"To know what the self-driving car would have done if something had been different.","Male","18-24 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"659",5,3,3,0,FALSE,2,2,1,2,"616","63e51c6b462cfa8a42eba8b2","Counterfactual",9,2,"To know why the self-driving car did not make some other decision.","Male","35-44 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"660",4,3,2,1,TRUE,1,1,1,1,"627","558fff05fdf99b3f7aada357","Counterfactual",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","61074d34d7d7118e7120e3fb","Female","35-44 years old"
"661",5,2,1,1,TRUE,1,1,1,5,"627","63d523d89e78ae6e711ada49","Counterfactual",9,2,"To know why the self-driving car did not make some other decision.","Male","18-24 years old","61074d34d7d7118e7120e3fb","Female","35-44 years old"
"662",3,4,2,1,TRUE,3,3,3,3,"627","55bc1119fdf99b5693f3ec47","Counterfactual",9,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","61074d34d7d7118e7120e3fb","Female","35-44 years old"
"663",3,2,2,1,TRUE,3,2,4,3,"627","64449372e128dca08d8184df","Counterfactual",9,1,"To know what the self-driving car would have done if something had been different.","Female","35-44 years old","61074d34d7d7118e7120e3fb","Female","35-44 years old"
"664",5,1,4,0,TRUE,5,5,5,5,"627","6548bbb5d378b15bd8e187e7","Counterfactual",9,5,"To know why the self-driving car did not make some other decision.","Male","25-34 years old","61074d34d7d7118e7120e3fb","Female","35-44 years old"
"665",4,3,4,5,FALSE,4,5,4,4,"627","64d6b161e0241d66164d55e9","Counterfactual",9,5,"To understand what the self-driving car would do next.","Male","45-54 years old","61074d34d7d7118e7120e3fb","Female","35-44 years old"
"666",3,4,2,1,TRUE,4,3,3,3,"628","558fff05fdf99b3f7aada357","Counterfactual",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5e58201b20268d0337f2428a","Female","35-44 years old"
"667",4,5,2,1,TRUE,4,1,3,2,"628","6488e429e530a1949174c9f4","Counterfactual",9,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.","Male","55-64 years old","5e58201b20268d0337f2428a","Female","35-44 years old"
"668",4,2,3,1,TRUE,4,3,4,4,"628","64449372e128dca08d8184df","Counterfactual",9,1,"To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5e58201b20268d0337f2428a","Female","35-44 years old"
"669",4,4,4,3,TRUE,4,4,4,4,"628","5f565f889df06007662eaa84","Counterfactual",9,2,"To understand what the self-driving car would do next.","Female","45-54 years old","5e58201b20268d0337f2428a","Female","35-44 years old"
"670",3,3,3,1,TRUE,4,4,4,3,"628","60e93525447d5e9ac6ebbd55","Counterfactual",9,3,"To know what the self-driving car would have done if something had been different.","Male","18-24 years old","5e58201b20268d0337f2428a","Female","35-44 years old"
"671",1,5,5,2,FALSE,4,2,3,1,"74","5d730aab6b4b16001ab9699e","Teleological",2,3,"To know why the self-driving car did not make some other decision.","Female","25-34 years old","5dc1a56a648927000be0fca7","Female","55-64 years old"
"672",4,5,3,1,FALSE,3,3,2,3,"74","6549c057c03dd7b7b3166a9d","Teleological",2,5,"To know why the self-driving car did not make some other decision.","Female","25-34 years old","5dc1a56a648927000be0fca7","Female","55-64 years old"
"673",5,3,3,1,FALSE,2,1,2,3,"74","60fc1aa417ba21b4776c548f","Teleological",2,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","5dc1a56a648927000be0fca7","Female","55-64 years old"
"674",3,3,3,2,TRUE,3,3,3,3,"74","6474e499d4beda259e8f0574","Teleological",2,3,"To know that I understand the self-driving car correctly.","Male","65+ years old","5dc1a56a648927000be0fca7","Female","55-64 years old"
"675",3,3,5,0,TRUE,4,4,5,4,"74","6542a7fa84b8ff916640cbde","Teleological",2,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","5dc1a56a648927000be0fca7","Female","55-64 years old"
"676",1,1,5,0,TRUE,3,1,5,1,"76","5d730aab6b4b16001ab9699e","Teleological",2,3,"To know why the self-driving car did not make some other decision.","Female","25-34 years old","5ee925739ae9771465f5f713","Male","35-44 years old"
"677",3,3,3,2,FALSE,2,2,2,2,"76","5bad4db8b712f30001b87990","Teleological",2,4,"I was surprised by the self-driving car's actions and want to know what I missed.","Male","25-34 years old","5ee925739ae9771465f5f713","Male","35-44 years old"
"678",5,1,4,3,FALSE,2,2,2,2,"76","6532c399a90f96383b501207","Teleological",2,4,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","45-54 years old","5ee925739ae9771465f5f713","Male","35-44 years old"
"679",4,2,2,2,TRUE,2,2,3,2,"76","63f173a98bc1a5e9c1f009b9","Teleological",2,4,"To know why the self-driving car did not make some other decision.","Male","25-34 years old","5ee925739ae9771465f5f713","Male","35-44 years old"
"680",5,4,5,3,FALSE,5,4,4,3,"76","60de09f7dc5304e0c0f19485","Teleological",2,3,"To know why the self-driving car did not make some other decision.","Female","25-34 years old","5ee925739ae9771465f5f713","Male","35-44 years old"
